set_id,error_type,eligible_notes,hard_count,hard_percentage,error_count,selected_errors,error_recall,precision,correct_sieve_rate,enrichment
wl_strict_obvious__ni_k5_r2,within_hand_finger_error,1800,1239,0.6883333333333334,111,104,0.9369369369369369,0.08393866020984665,0.6719952634695086,1.3611674628623782
wl_strict_obvious__ni_k5_r4,exact_error,1800,1239,0.6883333333333334,392,109,0.2780612244897959,0.08797417271993543,0.8025568181818182,0.40396303799970357
wl_strict_obvious__ni_k5_r4,hand_error,1800,1239,0.6883333333333334,281,5,0.017793594306049824,0.004035512510088781,0.8123765635286373,0.025850258071743078
wl_strict_obvious__ni_k5_r4,within_hand_finger_error,1800,1239,0.6883333333333334,111,104,0.9369369369369369,0.08393866020984665,0.6719952634695086,1.3611674628623782
hy_direct_plus_corroborated__ni_k2_r1,exact_error,1800,201,0.11166666666666666,392,21,0.05357142857142857,0.1044776119402985,0.1278409090909091,0.47974413646055436
hy_direct_plus_corroborated__ni_k2_r1,hand_error,1800,201,0.11166666666666666,281,0,0.0,0.0,0.13232389730085584,0.0
hy_direct_plus_corroborated__ni_k2_r1,within_hand_finger_error,1800,201,0.11166666666666666,111,21,0.1891891891891892,0.1044776119402985,0.10657193605683836,1.6942315449778136
hy_direct_plus_corroborated__ni_k2_r2,exact_error,1800,249,0.13833333333333334,392,26,0.0663265306122449,0.10441767068273092,0.15838068181818182,0.47946889599213177
hy_direct_plus_corroborated__ni_k2_r2,hand_error,1800,249,0.13833333333333334,281,0,0.0,0.0,0.16392363396971693,0.0
hy_direct_plus_corroborated__ni_k2_r2,within_hand_finger_error,1800,249,0.13833333333333334,111,26,0.23423423423423423,0.10441767068273092,0.1320307874481942,1.6932595245848256
hy_direct_plus_corroborated__ni_k2_r4,exact_error,1800,333,0.185,392,32,0.08163265306122448,0.0960960960960961,0.2137784090909091,0.441257584114727
hy_direct_plus_corroborated__ni_k2_r4,hand_error,1800,333,0.185,281,0,0.0,0.0,0.21922317314022383,0.0
hy_direct_plus_corroborated__ni_k2_r4,within_hand_finger_error,1800,333,0.185,111,32,0.2882882882882883,0.0960960960960961,0.17821195973949083,1.5583150718285852
hy_direct_plus_corroborated__ni_k3_r1,exact_error,1800,153,0.085,392,17,0.04336734693877551,0.1111111111111111,0.09659090909090909,0.5102040816326531
hy_direct_plus_corroborated__ni_k3_r1,hand_error,1800,153,0.085,281,0,0.0,0.0,0.10072416063199473,0.0
hy_direct_plus_corroborated__ni_k3_r1,within_hand_finger_error,1800,153,0.085,111,17,0.15315315315315314,0.1111111111111111,0.08052101835405566,1.8018018018018016
hy_direct_plus_corroborated__ni_k3_r2,exact_error,1800,168,0.09333333333333334,392,19,0.04846938775510204,0.1130952380952381,0.10582386363636363,0.5193148688046647
hy_direct_plus_corroborated__ni_k3_r2,hand_error,1800,168,0.09333333333333334,281,0,0.0,0.0,0.11059907834101383,0.0
hy_direct_plus_corroborated__ni_k3_r2,within_hand_finger_error,1800,168,0.09333333333333334,111,19,0.17117117117117117,0.1130952380952381,0.08821788040260509,1.8339768339768339
hy_direct_plus_corroborated__ni_k3_r4,exact_error,1800,195,0.10833333333333334,392,23,0.058673469387755105,0.11794871794871795,0.12215909090909091,0.5416012558869702
hy_direct_plus_corroborated__ni_k3_r4,hand_error,1800,195,0.10833333333333334,281,0,0.0,0.0,0.1283739302172482,0.0
hy_direct_plus_corroborated__ni_k3_r4,within_hand_finger_error,1800,195,0.10833333333333334,111,23,0.2072072072072072,0.11794871794871795,0.10183540556542332,1.9126819126819126
hy_direct_plus_corroborated__ni_k5_r1,exact_error,1800,139,0.07722222222222222,392,16,0.04081632653061224,0.11510791366906475,0.08735795454545454,0.5285567464395831
hy_direct_plus_corroborated__ni_k5_r1,hand_error,1800,139,0.07722222222222222,281,0,0.0,0.0,0.09150757077024359,0.0
hy_direct_plus_corroborated__ni_k5_r1,within_hand_finger_error,1800,139,0.07722222222222222,111,16,0.14414414414414414,0.11510791366906475,0.07282415630550622,1.8666148162551042
hy_direct_plus_corroborated__ni_k5_r2,exact_error,1800,139,0.07722222222222222,392,16,0.04081632653061224,0.11510791366906475,0.08735795454545454,0.5285567464395831
hy_direct_plus_corroborated__ni_k5_r2,hand_error,1800,139,0.07722222222222222,281,0,0.0,0.0,0.09150757077024359,0.0
hy_direct_plus_corroborated__ni_k5_r2,within_hand_finger_error,1800,139,0.07722222222222222,111,16,0.14414414414414414,0.11510791366906475,0.07282415630550622,1.8666148162551042
hy_direct_plus_corroborated__ni_k5_r4,exact_error,1800,139,0.07722222222222222,392,16,0.04081632653061224,0.11510791366906475,0.08735795454545454,0.5285567464395831
hy_direct_plus_corroborated__ni_k5_r4,hand_error,1800,139,0.07722222222222222,281,0,0.0,0.0,0.09150757077024359,0.0
hy_direct_plus_corroborated__ni_k5_r4,within_hand_finger_error,1800,139,0.07722222222222222,111,16,0.14414414414414414,0.11510791366906475,0.07282415630550622,1.8666148162551042
hy_two_of_three_families__ni_k2_r1,exact_error,1800,229,0.1272222222222222,392,28,0.07142857142857142,0.1222707423580786,0.14275568181818182,0.561447286338116
hy_two_of_three_families__ni_k2_r1,hand_error,1800,229,0.1272222222222222,281,0,0.0,0.0,0.15075707702435814,0.0
hy_two_of_three_families__ni_k2_r1,within_hand_finger_error,1800,229,0.1272222222222222,111,28,0.25225225225225223,0.1222707423580786,0.11900532859680284,1.982768794995869
hy_two_of_three_families__ni_k2_r2,exact_error,1800,276,0.15333333333333332,392,33,0.08418367346938775,0.11956521739130435,0.17258522727272727,0.5490239574090506
hy_two_of_three_families__ni_k2_r2,hand_error,1800,276,0.15333333333333332,281,0,0.0,0.0,0.18169848584595127,0.0
hy_two_of_three_families__ni_k2_r2,within_hand_finger_error,1800,276,0.15333333333333332,111,33,0.2972972972972973,0.11956521739130435,0.1438721136767318,1.9388954171562867
hy_two_of_three_families__ni_k2_r4,exact_error,1800,356,0.19777777777777777,392,39,0.09948979591836735,0.10955056179775281,0.22514204545454544,0.5030382939692731
hy_two_of_three_families__ni_k2_r4,hand_error,1800,356,0.19777777777777777,281,0,0.0,0.0,0.23436471362738645,0.0
hy_two_of_three_families__ni_k2_r4,within_hand_finger_error,1800,356,0.19777777777777777,111,39,0.35135135135135137,0.10955056179775281,0.1876850207223209,1.7764955967203158
hy_two_of_three_families__ni_k3_r1,exact_error,1800,182,0.10111111111111111,392,25,0.06377551020408163,0.13736263736263737,0.11150568181818182,0.6307468042161921
hy_two_of_three_families__ni_k3_r1,hand_error,1800,182,0.10111111111111111,281,0,0.0,0.0,0.11981566820276497,0.0
hy_two_of_three_families__ni_k3_r1,within_hand_finger_error,1800,182,0.10111111111111111,111,25,0.22522522522522523,0.13736263736263737,0.09295441089402014,2.2275022275022276
hy_two_of_three_families__ni_k3_r2,exact_error,1800,196,0.10888888888888888,392,27,0.06887755102040816,0.1377551020408163,0.12002840909090909,0.6325489379425239
hy_two_of_three_families__ni_k3_r2,hand_error,1800,196,0.10888888888888888,281,0,0.0,0.0,0.12903225806451613,0.0
hy_two_of_three_families__ni_k3_r2,within_hand_finger_error,1800,196,0.10888888888888888,111,27,0.24324324324324326,0.1377551020408163,0.10005920663114269,2.233866519580805
hy_two_of_three_families__ni_k3_r4,exact_error,1800,223,0.1238888888888889,392,31,0.07908163265306123,0.13901345291479822,0.13636363636363635,0.6383270797108082
hy_two_of_three_families__ni_k3_r4,hand_error,1800,223,0.1238888888888889,281,0,0.0,0.0,0.1468071099407505,0.0
hy_two_of_three_families__ni_k3_r4,within_hand_finger_error,1800,223,0.1238888888888889,111,31,0.27927927927927926,0.13901345291479822,0.11367673179396093,2.25427220942916
hy_two_of_three_families__ni_k5_r1,exact_error,1800,169,0.09388888888888888,392,24,0.061224489795918366,0.14201183431952663,0.10298295454545454,0.6520951575896632
hy_two_of_three_families__ni_k5_r1,hand_error,1800,169,0.09388888888888888,281,0,0.0,0.0,0.11125740618828177,0.0
hy_two_of_three_families__ni_k5_r1,within_hand_finger_error,1800,169,0.09388888888888888,111,24,0.21621621621621623,0.14201183431952663,0.08584961515689757,2.302894610586918
hy_two_of_three_families__ni_k5_r2,exact_error,1800,169,0.09388888888888888,392,24,0.061224489795918366,0.14201183431952663,0.10298295454545454,0.6520951575896632
hy_two_of_three_families__ni_k5_r2,hand_error,1800,169,0.09388888888888888,281,0,0.0,0.0,0.11125740618828177,0.0
hy_two_of_three_families__ni_k5_r2,within_hand_finger_error,1800,169,0.09388888888888888,111,24,0.21621621621621623,0.14201183431952663,0.08584961515689757,2.302894610586918
hy_two_of_three_families__ni_k5_r4,exact_error,1800,169,0.09388888888888888,392,24,0.061224489795918366,0.14201183431952663,0.10298295454545454,0.6520951575896632
hy_two_of_three_families__ni_k5_r4,hand_error,1800,169,0.09388888888888888,281,0,0.0,0.0,0.11125740618828177,0.0
hy_two_of_three_families__ni_k5_r4,within_hand_finger_error,1800,169,0.09388888888888888,111,24,0.21621621621621623,0.14201183431952663,0.08584961515689757,2.302894610586918
hy_hierarchical__ni_k2_r1,exact_error,1800,281,0.15611111111111112,392,27,0.06887755102040816,0.09608540925266904,0.18039772727272727,0.4412085118745007
hy_hierarchical__ni_k2_r1,hand_error,1800,281,0.15611111111111112,281,0,0.0,0.0,0.18499012508229098,0.0
hy_hierarchical__ni_k2_r1,within_hand_finger_error,1800,281,0.15611111111111112,111,27,0.24324324324324326,0.09608540925266904,0.15038484310242747,1.5581417716649033
hy_hierarchical__ni_k2_r2,exact_error,1800,326,0.1811111111111111,392,32,0.08163265306122448,0.09815950920245399,0.20880681818181818,0.45073244021534997
hy_hierarchical__ni_k2_r2,hand_error,1800,326,0.1811111111111111,281,0,0.0,0.0,0.21461487820934824,0.0
hy_hierarchical__ni_k2_r2,within_hand_finger_error,1800,326,0.1811111111111111,111,32,0.2882882882882883,0.09815950920245399,0.17406749555950266,1.5917758249046592
hy_hierarchical__ni_k2_r4,exact_error,1800,403,0.2238888888888889,392,38,0.09693877551020408,0.09429280397022333,0.25923295454545453,0.4329771610877602
hy_hierarchical__ni_k2_r4,hand_error,1800,403,0.2238888888888889,281,0,0.0,0.0,0.2653061224489796,0.0
hy_hierarchical__ni_k2_r4,within_hand_finger_error,1800,403,0.2238888888888889,111,38,0.34234234234234234,0.09429280397022333,0.21610420367081112,1.5290724968144322
hy_hierarchical__ni_k3_r1,exact_error,1800,235,0.13055555555555556,392,24,0.061224489795918366,0.10212765957446808,0.14985795454545456,0.46895353886235347
hy_hierarchical__ni_k3_r1,hand_error,1800,235,0.13055555555555556,281,0,0.0,0.0,0.15470704410796576,0.0
hy_hierarchical__ni_k3_r1,within_hand_finger_error,1800,235,0.13055555555555556,111,24,0.21621621621621623,0.10212765957446808,0.12492599171107165,1.6561242093156985
hy_hierarchical__ni_k3_r2,exact_error,1800,249,0.13833333333333334,392,26,0.0663265306122449,0.10441767068273092,0.15838068181818182,0.47946889599213177
hy_hierarchical__ni_k3_r2,hand_error,1800,249,0.13833333333333334,281,0,0.0,0.0,0.16392363396971693,0.0
hy_hierarchical__ni_k3_r2,within_hand_finger_error,1800,249,0.13833333333333334,111,26,0.23423423423423423,0.10441767068273092,0.1320307874481942,1.6932595245848256
hy_hierarchical__ni_k3_r4,exact_error,1800,274,0.15222222222222223,392,30,0.07653061224489796,0.10948905109489052,0.17329545454545456,0.5027558468642932
hy_hierarchical__ni_k3_r4,hand_error,1800,274,0.15222222222222223,281,0,0.0,0.0,0.1803818301514154,0.0
hy_hierarchical__ni_k3_r4,within_hand_finger_error,1800,274,0.15222222222222223,111,30,0.2702702702702703,0.10948905109489052,0.14446417998815866,1.7754981258630893
hy_hierarchical__ni_k5_r1,exact_error,1800,222,0.12333333333333334,392,23,0.058673469387755105,0.1036036036036036,0.14133522727272727,0.47573083287369
hy_hierarchical__ni_k5_r1,hand_error,1800,222,0.12333333333333334,281,0,0.0,0.0,0.14614878209348256,0.0
hy_hierarchical__ni_k5_r1,within_hand_finger_error,1800,222,0.12333333333333334,111,23,0.2072072072072072,0.1036036036036036,0.11782119597394908,1.6800584368151934
hy_hierarchical__ni_k5_r2,exact_error,1800,222,0.12333333333333334,392,23,0.058673469387755105,0.1036036036036036,0.14133522727272727,0.47573083287369
hy_hierarchical__ni_k5_r2,hand_error,1800,222,0.12333333333333334,281,0,0.0,0.0,0.14614878209348256,0.0
hy_hierarchical__ni_k5_r2,within_hand_finger_error,1800,222,0.12333333333333334,111,23,0.2072072072072072,0.1036036036036036,0.11782119597394908,1.6800584368151934
hy_hierarchical__ni_k5_r4,exact_error,1800,222,0.12333333333333334,392,23,0.058673469387755105,0.1036036036036036,0.14133522727272727,0.47573083287369
hy_hierarchical__ni_k5_r4,hand_error,1800,222,0.12333333333333334,281,0,0.0,0.0,0.14614878209348256,0.0
hy_hierarchical__ni_k5_r4,within_hand_finger_error,1800,222,0.12333333333333334,111,23,0.2072072072072072,0.1036036036036036,0.11782119597394908,1.6800584368151934
